fact_sales_id,product_key,business_partner_key,created_date_key,modified_date_key,employee_key,order_id,item_id,sls_order_product_id,sls_order_quantity,sls_order_net_amount,total_price,order_created_by,order_created_at,order_changed_by,order_changed_at,order_fiscal_variant,order_fiscal_year_period,order_partner_id,order_org,currency,order_gross_amount,order_net_amount,order_tax_amount,lifecycle_status,billing_status,delivery_status,dwh_create_date
591,33,35,4398701564896798447,8614184073767315504,0000000012,0500000107,0000000010,RC-1051,8,2186.625,17493.000,0000000012,2018-07-05,0000000012,2018-07-08,K4,2018-07-31,0100000034,AMER,USD,86805,75954.375,10850.625,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
592,14,35,4398701564896798447,8614184073767315504,0000000012,0500000107,0000000020,DB-1082,1,1093.750,1093.750,0000000012,2018-07-05,0000000012,2018-07-08,K4,2018-07-31,0100000034,AMER,USD,86805,75954.375,10850.625,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
593,41,35,4398701564896798447,8614184073767315504,0000000012,0500000107,0000000030,RO-1002,5,602.875,3014.375,0000000012,2018-07-05,0000000012,2018-07-08,K4,2018-07-31,0100000034,AMER,USD,86805,75954.375,10850.625,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
594,20,35,4398701564896798447,8614184073767315504,0000000012,0500000107,0000000040,EB-1135,10,2625.000,26250.000,0000000012,2018-07-05,0000000012,2018-07-08,K4,2018-07-31,0100000034,AMER,USD,86805,75954.375,10850.625,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
595,39,35,4398701564896798447,8614184073767315504,0000000012,0500000107,0000000050,RC-1057,3,4374.125,13122.375,0000000012,2018-07-05,0000000012,2018-07-08,K4,2018-07-31,0100000034,AMER,USD,86805,75954.375,10850.625,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
596,3,35,4398701564896798447,8614184073767315504,0000000012,0500000107,0000000060,BX-1013,8,392.875,3143.000,0000000012,2018-07-05,0000000012,2018-07-08,K4,2018-07-31,0100000034,AMER,USD,86805,75954.375,10850.625,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
597,6,35,4398701564896798447,8614184073767315504,0000000012,0500000107,0000000070,BX-1016,2,279.125,558.250,0000000012,2018-07-05,0000000012,2018-07-08,K4,2018-07-31,0100000034,AMER,USD,86805,75954.375,10850.625,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
598,5,35,4398701564896798447,8614184073767315504,0000000012,0500000107,0000000080,BX-1015,3,261.625,784.875,0000000012,2018-07-05,0000000012,2018-07-08,K4,2018-07-31,0100000034,AMER,USD,86805,75954.375,10850.625,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
599,37,35,4398701564896798447,8614184073767315504,0000000012,0500000107,0000000090,RC-1055,6,1749.125,10494.750,0000000012,2018-07-05,0000000012,2018-07-08,K4,2018-07-31,0100000034,AMER,USD,86805,75954.375,10850.625,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
600,30,1,560488921679219937,8614184073767315504,0000000011,0500000108,0000000010,MB-1032,7,1136.625,7956.375,0000000011,2018-07-06,0000000011,2018-07-08,K4,2018-07-31,0100000000,AMER,USD,55623,48670.125,6952.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
601,4,1,560488921679219937,8614184073767315504,0000000011,0500000108,0000000020,BX-1014,7,699.125,4893.875,0000000011,2018-07-06,0000000011,2018-07-08,K4,2018-07-31,0100000000,AMER,USD,55623,48670.125,6952.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
602,3,1,560488921679219937,8614184073767315504,0000000011,0500000108,0000000030,BX-1013,8,392.875,3143.000,0000000011,2018-07-06,0000000011,2018-07-08,K4,2018-07-31,0100000000,AMER,USD,55623,48670.125,6952.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
603,2,1,560488921679219937,8614184073767315504,0000000011,0500000108,0000000040,BX-1012,4,349.125,1396.500,0000000011,2018-07-06,0000000011,2018-07-08,K4,2018-07-31,0100000000,AMER,USD,55623,48670.125,6952.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
604,5,1,560488921679219937,8614184073767315504,0000000011,0500000108,0000000050,BX-1015,1,261.625,261.625,0000000011,2018-07-06,0000000011,2018-07-08,K4,2018-07-31,0100000000,AMER,USD,55623,48670.125,6952.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
605,32,1,560488921679219937,8614184073767315504,0000000011,0500000108,0000000060,MB-1034,4,2186.625,8746.500,0000000011,2018-07-06,0000000011,2018-07-08,K4,2018-07-31,0100000000,AMER,USD,55623,48670.125,6952.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
606,24,1,560488921679219937,8614184073767315504,0000000011,0500000108,0000000070,HB-1172,2,699.125,1398.250,0000000011,2018-07-06,0000000011,2018-07-08,K4,2018-07-31,0100000000,AMER,USD,55623,48670.125,6952.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
607,37,1,560488921679219937,8614184073767315504,0000000011,0500000108,0000000080,RC-1055,4,1749.125,6996.500,0000000011,2018-07-06,0000000011,2018-07-08,K4,2018-07-31,0100000000,AMER,USD,55623,48670.125,6952.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
608,12,1,560488921679219937,8614184073767315504,0000000011,0500000108,0000000090,CC-1023,10,1190.875,11908.750,0000000011,2018-07-06,0000000011,2018-07-08,K4,2018-07-31,0100000000,AMER,USD,55623,48670.125,6952.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
609,18,1,560488921679219937,8614184073767315504,0000000011,0500000108,0000000100,EB-1133,1,1968.750,1968.750,0000000011,2018-07-06,0000000011,2018-07-08,K4,2018-07-31,0100000000,AMER,USD,55623,48670.125,6952.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
610,36,23,560488921679219937,-6946915336037998281,0000000004,0500000109,0000000010,RC-1054,6,4811.625,28869.750,0000000004,2018-07-06,0000000004,2018-07-10,K4,2018-07-31,0100000022,APJ,USD,54990,48116.250,6873.750,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
611,36,23,560488921679219937,-6946915336037998281,0000000004,0500000109,0000000020,RC-1054,4,4811.625,19246.500,0000000004,2018-07-06,0000000004,2018-07-10,K4,2018-07-31,0100000022,APJ,USD,54990,48116.250,6873.750,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
612,19,10,-1117988618290753985,-6946915336037998281,0000000003,0500000110,0000000010,EB-1134,7,4200.000,29400.000,0000000003,2018-07-07,0000000003,2018-07-10,K4,2018-07-31,0100000009,EMEA,USD,65091,56954.625,8136.375,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
613,38,10,-1117988618290753985,-6946915336037998281,0000000003,0500000110,0000000020,RC-1056,3,2186.625,6559.875,0000000003,2018-07-07,0000000003,2018-07-10,K4,2018-07-31,0100000009,EMEA,USD,65091,56954.625,8136.375,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
614,31,10,-1117988618290753985,-6946915336037998281,0000000003,0500000110,0000000030,MB-1033,6,3499.125,20994.750,0000000003,2018-07-07,0000000003,2018-07-10,K4,2018-07-31,0100000009,EMEA,USD,65091,56954.625,8136.375,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
615,9,27,-1117988618290753985,-7155690145962911865,0000000002,0500000111,0000000010,CB-1163,10,252.000,2520.000,0000000002,2018-07-07,0000000002,2018-07-12,K4,2018-07-31,0100000026,EMEA,USD,30464,26656.000,3808.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
616,1,27,-1117988618290753985,-7155690145962911865,0000000002,0500000111,0000000020,BX-1011,8,217.875,1743.000,0000000002,2018-07-07,0000000002,2018-07-12,K4,2018-07-31,0100000026,EMEA,USD,30464,26656.000,3808.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
617,19,27,-1117988618290753985,-7155690145962911865,0000000002,0500000111,0000000030,EB-1134,2,4200.000,8400.000,0000000002,2018-07-07,0000000002,2018-07-12,K4,2018-07-31,0100000026,EMEA,USD,30464,26656.000,3808.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
618,37,27,-1117988618290753985,-7155690145962911865,0000000002,0500000111,0000000040,RC-1055,8,1749.125,13993.000,0000000002,2018-07-07,0000000002,2018-07-12,K4,2018-07-31,0100000026,EMEA,USD,30464,26656.000,3808.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
619,25,18,135133468874118809,-941845024294184669,0000000004,0500000112,0000000010,HB-1173,10,567.875,5678.750,0000000004,2018-07-10,0000000004,2018-07-13,K4,2018-07-31,0100000017,APJ,USD,62204,54428.500,7775.500,Cancelled,Cancelled,Cancelled,2025-03-28 23:23:54.0033333
620,14,18,135133468874118809,-941845024294184669,0000000004,0500000112,0000000020,DB-1082,7,1093.750,7656.250,0000000004,2018-07-10,0000000004,2018-07-13,K4,2018-07-31,0100000017,APJ,USD,62204,54428.500,7775.500,Cancelled,Cancelled,Cancelled,2025-03-28 23:23:54.0033333
621,3,18,135133468874118809,-941845024294184669,0000000004,0500000112,0000000030,BX-1013,5,392.875,1964.375,0000000004,2018-07-10,0000000004,2018-07-13,K4,2018-07-31,0100000017,APJ,USD,62204,54428.500,7775.500,Cancelled,Cancelled,Cancelled,2025-03-28 23:23:54.0033333
622,14,18,135133468874118809,-941845024294184669,0000000004,0500000112,0000000040,DB-1082,5,1093.750,5468.750,0000000004,2018-07-10,0000000004,2018-07-13,K4,2018-07-31,0100000017,APJ,USD,62204,54428.500,7775.500,Cancelled,Cancelled,Cancelled,2025-03-28 23:23:54.0033333
623,36,18,135133468874118809,-941845024294184669,0000000004,0500000112,0000000050,RC-1054,2,4811.625,9623.250,0000000004,2018-07-10,0000000004,2018-07-13,K4,2018-07-31,0100000017,APJ,USD,62204,54428.500,7775.500,Cancelled,Cancelled,Cancelled,2025-03-28 23:23:54.0033333
624,31,18,135133468874118809,-941845024294184669,0000000004,0500000112,0000000060,MB-1033,4,3499.125,13996.500,0000000004,2018-07-10,0000000004,2018-07-13,K4,2018-07-31,0100000017,APJ,USD,62204,54428.500,7775.500,Cancelled,Cancelled,Cancelled,2025-03-28 23:23:54.0033333
625,9,18,135133468874118809,-941845024294184669,0000000004,0500000112,0000000070,CB-1163,7,252.000,1764.000,0000000004,2018-07-10,0000000004,2018-07-13,K4,2018-07-31,0100000017,APJ,USD,62204,54428.500,7775.500,Cancelled,Cancelled,Cancelled,2025-03-28 23:23:54.0033333
626,19,18,135133468874118809,-941845024294184669,0000000004,0500000112,0000000080,EB-1134,1,4200.000,4200.000,0000000004,2018-07-10,0000000004,2018-07-13,K4,2018-07-31,0100000017,APJ,USD,62204,54428.500,7775.500,Cancelled,Cancelled,Cancelled,2025-03-28 23:23:54.0033333
627,12,18,135133468874118809,-941845024294184669,0000000004,0500000112,0000000090,CC-1023,3,1190.875,3572.625,0000000004,2018-07-10,0000000004,2018-07-13,K4,2018-07-31,0100000017,APJ,USD,62204,54428.500,7775.500,Cancelled,Cancelled,Cancelled,2025-03-28 23:23:54.0033333
628,9,18,135133468874118809,-941845024294184669,0000000004,0500000112,0000000100,CB-1163,2,252.000,504.000,0000000004,2018-07-10,0000000004,2018-07-13,K4,2018-07-31,0100000017,APJ,USD,62204,54428.500,7775.500,Cancelled,Cancelled,Cancelled,2025-03-28 23:23:54.0033333
629,39,2,7713334587032146220,2020440547072997563,0000000009,0500000113,0000000010,RC-1057,10,4374.125,43741.250,0000000009,2018-07-12,0000000009,2018-07-15,K4,2018-07-31,0100000001,AMER,USD,107321,93905.875,13415.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
630,3,2,7713334587032146220,2020440547072997563,0000000009,0500000113,0000000020,BX-1013,7,392.875,2750.125,0000000009,2018-07-12,0000000009,2018-07-15,K4,2018-07-31,0100000001,AMER,USD,107321,93905.875,13415.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
631,34,2,7713334587032146220,2020440547072997563,0000000009,0500000113,0000000030,RC-1052,7,3499.125,24493.875,0000000009,2018-07-12,0000000009,2018-07-15,K4,2018-07-31,0100000001,AMER,USD,107321,93905.875,13415.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
632,7,2,7713334587032146220,2020440547072997563,0000000009,0500000113,0000000040,CB-1161,3,349.125,1047.375,0000000009,2018-07-12,0000000009,2018-07-15,K4,2018-07-31,0100000001,AMER,USD,107321,93905.875,13415.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
633,39,2,7713334587032146220,2020440547072997563,0000000009,0500000113,0000000050,RC-1057,2,4374.125,8748.250,0000000009,2018-07-12,0000000009,2018-07-15,K4,2018-07-31,0100000001,AMER,USD,107321,93905.875,13415.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
634,20,2,7713334587032146220,2020440547072997563,0000000009,0500000113,0000000060,EB-1135,5,2625.000,13125.000,0000000009,2018-07-12,0000000009,2018-07-15,K4,2018-07-31,0100000001,AMER,USD,107321,93905.875,13415.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
635,14,35,2610155216456984001,-7915069582926844764,0000000012,0500000114,0000000010,DB-1082,5,1093.750,5468.750,0000000012,2018-07-13,0000000012,2018-07-16,K4,2018-07-31,0100000034,AMER,USD,14807,12956.125,1850.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
636,42,35,2610155216456984001,-7915069582926844764,0000000012,0500000114,0000000020,RO-1003,10,630.875,6308.750,0000000012,2018-07-13,0000000012,2018-07-16,K4,2018-07-31,0100000034,AMER,USD,14807,12956.125,1850.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
637,3,35,2610155216456984001,-7915069582926844764,0000000012,0500000114,0000000030,BX-1013,3,392.875,1178.625,0000000012,2018-07-13,0000000012,2018-07-16,K4,2018-07-31,0100000034,AMER,USD,14807,12956.125,1850.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
638,36,4,-1279819747644837936,4465274498373929216,0000000012,0500000115,0000000010,RC-1054,10,4811.625,48116.250,0000000012,2018-07-15,0000000012,2018-07-17,K4,2018-07-31,0100000003,AMER,USD,75693,66231.375,9461.625,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
639,10,4,-1279819747644837936,4465274498373929216,0000000012,0500000115,0000000020,CC-1021,3,1001.000,3003.000,0000000012,2018-07-15,0000000012,2018-07-17,K4,2018-07-31,0100000003,AMER,USD,75693,66231.375,9461.625,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
640,19,4,-1279819747644837936,4465274498373929216,0000000012,0500000115,0000000030,EB-1134,3,4200.000,12600.000,0000000012,2018-07-15,0000000012,2018-07-17,K4,2018-07-31,0100000003,AMER,USD,75693,66231.375,9461.625,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
641,6,4,-1279819747644837936,4465274498373929216,0000000012,0500000115,0000000040,BX-1016,9,279.125,2512.125,0000000012,2018-07-15,0000000012,2018-07-17,K4,2018-07-31,0100000003,AMER,USD,75693,66231.375,9461.625,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
642,25,37,2800016083462328964,4465274498373929216,0000000003,0500000116,0000000010,HB-1173,4,567.875,2271.500,0000000003,2018-07-16,0000000003,2018-07-17,K4,2018-07-31,0100000036,EMEA,USD,4392,3843.000,549.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
643,3,37,2800016083462328964,4465274498373929216,0000000003,0500000116,0000000020,BX-1013,4,392.875,1571.500,0000000003,2018-07-16,0000000003,2018-07-17,K4,2018-07-31,0100000036,EMEA,USD,4392,3843.000,549.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
644,32,28,4475598761350423286,5185621034741735914,0000000008,0500000117,0000000010,MB-1034,5,2186.625,10933.125,0000000008,2018-07-19,0000000008,2018-07-22,K4,2018-07-31,0100000027,EMEA,USD,12495,10933.125,1561.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
645,29,16,-4371773173143790808,-2325367809138238389,0000000004,0500000118,0000000010,MB-1031,3,567.875,1703.625,0000000004,2018-07-21,0000000004,2018-07-24,K4,2018-07-31,0100000015,APJ,USD,66584,58261.000,8323.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
646,5,16,-4371773173143790808,-2325367809138238389,0000000004,0500000118,0000000020,BX-1015,4,261.625,1046.500,0000000004,2018-07-21,0000000004,2018-07-24,K4,2018-07-31,0100000015,APJ,USD,66584,58261.000,8323.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
647,3,16,-4371773173143790808,-2325367809138238389,0000000004,0500000118,0000000030,BX-1013,1,392.875,392.875,0000000004,2018-07-21,0000000004,2018-07-24,K4,2018-07-31,0100000015,APJ,USD,66584,58261.000,8323.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
648,38,16,-4371773173143790808,-2325367809138238389,0000000004,0500000118,0000000040,RC-1056,7,2186.625,15306.375,0000000004,2018-07-21,0000000004,2018-07-24,K4,2018-07-31,0100000015,APJ,USD,66584,58261.000,8323.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
649,29,16,-4371773173143790808,-2325367809138238389,0000000004,0500000118,0000000050,MB-1031,8,567.875,4543.000,0000000004,2018-07-21,0000000004,2018-07-24,K4,2018-07-31,0100000015,APJ,USD,66584,58261.000,8323.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
650,12,16,-4371773173143790808,-2325367809138238389,0000000004,0500000118,0000000060,CC-1023,10,1190.875,11908.750,0000000004,2018-07-21,0000000004,2018-07-24,K4,2018-07-31,0100000015,APJ,USD,66584,58261.000,8323.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
651,24,16,-4371773173143790808,-2325367809138238389,0000000004,0500000118,0000000070,HB-1172,8,699.125,5593.000,0000000004,2018-07-21,0000000004,2018-07-24,K4,2018-07-31,0100000015,APJ,USD,66584,58261.000,8323.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
652,16,16,-4371773173143790808,-2325367809138238389,0000000004,0500000118,0000000080,EB-1131,3,1312.500,3937.500,0000000004,2018-07-21,0000000004,2018-07-24,K4,2018-07-31,0100000015,APJ,USD,66584,58261.000,8323.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
653,12,16,-4371773173143790808,-2325367809138238389,0000000004,0500000118,0000000090,CC-1023,5,1190.875,5954.375,0000000004,2018-07-21,0000000004,2018-07-24,K4,2018-07-31,0100000015,APJ,USD,66584,58261.000,8323.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
654,20,16,-4371773173143790808,-2325367809138238389,0000000004,0500000118,0000000100,EB-1135,3,2625.000,7875.000,0000000004,2018-07-21,0000000004,2018-07-24,K4,2018-07-31,0100000015,APJ,USD,66584,58261.000,8323.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
655,37,20,-1835415618286160199,-6637051777808836663,0000000004,0500000119,0000000010,RC-1055,2,1749.125,3498.250,0000000004,2018-07-22,0000000004,2018-07-25,K4,2018-07-31,0100000019,APJ,USD,71699,62736.625,8962.375,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
656,33,20,-1835415618286160199,-6637051777808836663,0000000004,0500000119,0000000020,RC-1051,7,2186.625,15306.375,0000000004,2018-07-22,0000000004,2018-07-25,K4,2018-07-31,0100000019,APJ,USD,71699,62736.625,8962.375,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
657,4,20,-1835415618286160199,-6637051777808836663,0000000004,0500000119,0000000030,BX-1014,1,699.125,699.125,0000000004,2018-07-22,0000000004,2018-07-25,K4,2018-07-31,0100000019,APJ,USD,71699,62736.625,8962.375,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
658,17,20,-1835415618286160199,-6637051777808836663,0000000004,0500000119,0000000040,EB-1132,8,1662.500,13300.000,0000000004,2018-07-22,0000000004,2018-07-25,K4,2018-07-31,0100000019,APJ,USD,71699,62736.625,8962.375,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
659,9,20,-1835415618286160199,-6637051777808836663,0000000004,0500000119,0000000050,CB-1163,7,252.000,1764.000,0000000004,2018-07-22,0000000004,2018-07-25,K4,2018-07-31,0100000019,APJ,USD,71699,62736.625,8962.375,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
660,35,20,-1835415618286160199,-6637051777808836663,0000000004,0500000119,0000000060,RC-1053,7,4024.125,28168.875,0000000004,2018-07-22,0000000004,2018-07-25,K4,2018-07-31,0100000019,APJ,USD,71699,62736.625,8962.375,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
661,35,17,-1835415618286160199,-6985935753760443090,0000000004,0500000120,0000000010,RC-1053,8,4024.125,32193.000,0000000004,2018-07-22,0000000004,2018-07-26,K4,2018-07-31,0100000016,APJ,USD,81501,71313.375,10187.625,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
662,34,17,-1835415618286160199,-6985935753760443090,0000000004,0500000120,0000000020,RC-1052,1,3499.125,3499.125,0000000004,2018-07-22,0000000004,2018-07-26,K4,2018-07-31,0100000016,APJ,USD,81501,71313.375,10187.625,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
663,42,17,-1835415618286160199,-6985935753760443090,0000000004,0500000120,0000000030,RO-1003,1,630.875,630.875,0000000004,2018-07-22,0000000004,2018-07-26,K4,2018-07-31,0100000016,APJ,USD,81501,71313.375,10187.625,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
664,39,17,-1835415618286160199,-6985935753760443090,0000000004,0500000120,0000000040,RC-1057,6,4374.125,26244.750,0000000004,2018-07-22,0000000004,2018-07-26,K4,2018-07-31,0100000016,APJ,USD,81501,71313.375,10187.625,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
665,37,17,-1835415618286160199,-6985935753760443090,0000000004,0500000120,0000000050,RC-1055,5,1749.125,8745.625,0000000004,2018-07-22,0000000004,2018-07-26,K4,2018-07-31,0100000016,APJ,USD,81501,71313.375,10187.625,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
666,24,22,-3774879349901781121,-5977218732556268405,0000000005,0500000121,0000000010,HB-1172,2,699.125,1398.250,0000000005,2018-07-23,0000000005,2018-07-28,K4,2018-07-31,0100000021,APJ,USD,55266,48357.750,6908.250,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
667,2,22,-3774879349901781121,-5977218732556268405,0000000005,0500000121,0000000020,BX-1012,1,349.125,349.125,0000000005,2018-07-23,0000000005,2018-07-28,K4,2018-07-31,0100000021,APJ,USD,55266,48357.750,6908.250,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
668,6,22,-3774879349901781121,-5977218732556268405,0000000005,0500000121,0000000030,BX-1016,4,279.125,1116.500,0000000005,2018-07-23,0000000005,2018-07-28,K4,2018-07-31,0100000021,APJ,USD,55266,48357.750,6908.250,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
669,11,22,-3774879349901781121,-5977218732556268405,0000000005,0500000121,0000000040,CC-1022,3,1050.000,3150.000,0000000005,2018-07-23,0000000005,2018-07-28,K4,2018-07-31,0100000021,APJ,USD,55266,48357.750,6908.250,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
670,21,22,-3774879349901781121,-5977218732556268405,0000000005,0500000121,0000000050,EB-1136,8,4375.000,35000.000,0000000005,2018-07-23,0000000005,2018-07-28,K4,2018-07-31,0100000021,APJ,USD,55266,48357.750,6908.250,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
671,28,22,-3774879349901781121,-5977218732556268405,0000000005,0500000121,0000000060,HB-1176,7,1049.125,7343.875,0000000005,2018-07-23,0000000005,2018-07-28,K4,2018-07-31,0100000021,APJ,USD,55266,48357.750,6908.250,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
672,9,21,-6565494470979622993,-1979248707336814811,0000000005,0500000122,0000000010,CB-1163,8,252.000,2016.000,0000000005,2018-07-24,0000000005,2018-07-27,K4,2018-07-31,0100000020,APJ,USD,35318,30903.250,4414.750,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
673,26,21,-6565494470979622993,-1979248707336814811,0000000005,0500000122,0000000020,HB-1174,1,331.625,331.625,0000000005,2018-07-24,0000000005,2018-07-27,K4,2018-07-31,0100000020,APJ,USD,35318,30903.250,4414.750,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
674,34,21,-6565494470979622993,-1979248707336814811,0000000005,0500000122,0000000030,RC-1052,2,3499.125,6998.250,0000000005,2018-07-24,0000000005,2018-07-27,K4,2018-07-31,0100000020,APJ,USD,35318,30903.250,4414.750,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
675,13,21,-6565494470979622993,-1979248707336814811,0000000005,0500000122,0000000040,DB-1081,8,1311.625,10493.000,0000000005,2018-07-24,0000000005,2018-07-27,K4,2018-07-31,0100000020,APJ,USD,35318,30903.250,4414.750,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
676,23,21,-6565494470979622993,-1979248707336814811,0000000005,0500000122,0000000050,HB-1171,1,611.625,611.625,0000000005,2018-07-24,0000000005,2018-07-27,K4,2018-07-31,0100000020,APJ,USD,35318,30903.250,4414.750,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
677,14,21,-6565494470979622993,-1979248707336814811,0000000005,0500000122,0000000060,DB-1082,2,1093.750,2187.500,0000000005,2018-07-24,0000000005,2018-07-27,K4,2018-07-31,0100000020,APJ,USD,35318,30903.250,4414.750,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
678,42,21,-6565494470979622993,-1979248707336814811,0000000005,0500000122,0000000070,RO-1003,3,630.875,1892.625,0000000005,2018-07-24,0000000005,2018-07-27,K4,2018-07-31,0100000020,APJ,USD,35318,30903.250,4414.750,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
679,2,21,-6565494470979622993,-1979248707336814811,0000000005,0500000122,0000000080,BX-1012,7,349.125,2443.875,0000000005,2018-07-24,0000000005,2018-07-27,K4,2018-07-31,0100000020,APJ,USD,35318,30903.250,4414.750,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
680,3,21,-6565494470979622993,-1979248707336814811,0000000005,0500000122,0000000090,BX-1013,10,392.875,3928.750,0000000005,2018-07-24,0000000005,2018-07-27,K4,2018-07-31,0100000020,APJ,USD,35318,30903.250,4414.750,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
681,5,34,-6565494470979622993,-6637051777808836663,0000000001,0500000123,0000000010,BX-1015,9,261.625,2354.625,0000000001,2018-07-24,0000000001,2018-07-25,K4,2018-07-31,0100000033,AMER,USD,43924,38433.500,5490.500,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
682,13,34,-6565494470979622993,-6637051777808836663,0000000001,0500000123,0000000020,DB-1081,4,1311.625,5246.500,0000000001,2018-07-24,0000000001,2018-07-25,K4,2018-07-31,0100000033,AMER,USD,43924,38433.500,5490.500,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
683,31,34,-6565494470979622993,-6637051777808836663,0000000001,0500000123,0000000030,MB-1033,1,3499.125,3499.125,0000000001,2018-07-24,0000000001,2018-07-25,K4,2018-07-31,0100000033,AMER,USD,43924,38433.500,5490.500,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
684,5,34,-6565494470979622993,-6637051777808836663,0000000001,0500000123,0000000040,BX-1015,2,261.625,523.250,0000000001,2018-07-24,0000000001,2018-07-25,K4,2018-07-31,0100000033,AMER,USD,43924,38433.500,5490.500,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
685,16,34,-6565494470979622993,-6637051777808836663,0000000001,0500000123,0000000050,EB-1131,3,1312.500,3937.500,0000000001,2018-07-24,0000000001,2018-07-25,K4,2018-07-31,0100000033,AMER,USD,43924,38433.500,5490.500,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
